index,url,product_name,categories,countries_fr,nutriscore_score,nutriscore_grade,food_groups_tags,image_url,energy_100g,saturated-fat_100g,sugars_100g,fiber_100g,proteins_100g,salt_100g,fruits-vegetables-nuts_100g,energy_points,sugars_points,sodium_points,saturated_fat_points,fruit_points,fiber_points,proteins_points
1175898,http://world-fr.openfoodfacts.org/produit/3222476580474/melange-de-legumes-verts-brocolis-petits-pois-pois-croquants-casino-bio,"Mélange de légumes verts Brocolis, petits pois, pois croquants","aliments et boissons à base de végétaux, aliments d'origine végétale, aliments à base de fruits et de légumes, surgelés, légumes et dérivés, aliments à base de plantes surgelés, légumes surgelés, mélanges d'aliments à base de plantes surgelés, mélanges de légumes, mélanges de légumes surgelés, mélanges de légumes bruts",France,-4.0,a,"en:fruits-and-vegetables,en:vegetables",https://images.openfoodfacts.org/images/products/322/247/658/0474/front_fr.23.400.jpg,189.0,0.2,1.7,3.5,3.2,0.11,0.0,0,0,0,0,0,3,1
1175919,http://world-fr.openfoodfacts.org/produit/3222476599056/tarte-aux-framboises-casino,Tarte aux framboises,"snacks, snacks sucrés, surgelés, biscuits et gâteaux, tartes sucrées, tartes aux fruits, gâteaux et pâtisseries surgelés, tartes aux framboises",France,11.0,d,"en:sugary-snacks,en:biscuits-and-cakes",https://images.openfoodfacts.org/images/products/322/247/659/9056/front_fr.4.400.jpg,1058.0,4.6,24.0,2.8,2.8,0.27,0.0,3,5,0,4,0,2,1
1175920,http://world-fr.openfoodfacts.org/produit/3222476599100/tarte-tatin-casino,Tarte tatin,"snacks, snacks sucrés, surgelés, biscuits et gâteaux, gâteaux, tartes sucrées, tartes, tartes aux pommes, gâteaux et pâtisseries surgelés, tartes tatin, gateaux glacées",France,11.0,d,"en:composite-foods,en:pizza-pies-and-quiches",https://images.openfoodfacts.org/images/products/322/247/659/9100/front_fr.5.400.jpg,925.0,5.9,21.0,0.0,1.8,0.16,0.0,2,4,0,5,0,0,1
1175959,http://world-fr.openfoodfacts.org/produit/3222476606716/steaks-haches-ronds-casino,Steaks hachés ronds,"viandes et dérivés, viande de bœuf et dérivés, surgelés, viandes, bœuf, steaks de viande, steaks de bœuf, viandes surgelées, steaks hachés, préparations de viande, steaks surgelés, steaks de bœuf hachés, steaks hachés surgelés, galettes à la viande, steaks hachés de bœuf surgelés",France,4.0,c,"en:fish-meat-eggs,en:meat,en:meat-other-than-poultry",https://images.openfoodfacts.org/images/products/322/247/660/6716/front_fr.4.400.jpg,878.0,7.3,0.0,0.0,19.0,0.15,0.0,2,0,0,7,0,0,5
1175966,http://world-fr.openfoodfacts.org/produit/3222476606969/pizza-5-fromages-casino,Pizza 5 Fromages,"surgelés, plats préparés, pizzas tartes salées et quiches, tartes, pizzas, pizzas et tartes surgelées, quiches, pizzas surgelées",France,2.0,b,"en:composite-foods,en:pizza-pies-and-quiches",https://images.openfoodfacts.org/images/products/322/247/660/6969/front_fr.4.400.jpg,1001.0,4.0,3.0,2.1,11.0,1.0,18.1,2,0,0,3,0,2,5
1176123,http://world-fr.openfoodfacts.org/produit/3222476703767/olives-noires-entieres-bio-casino-bio,Olives noires entières bio,"aliments et boissons à base de végétaux, aliments d'origine végétale, surgelés, pickles, produits de l'olivier, pickles d'origine végétale, olives, olives noires, olives entières, olives noires entières",France,6.0,c,"en:salty-snacks,en:salty-and-fatty-products",https://images.openfoodfacts.org/images/products/322/247/670/3767/front_fr.28.400.jpg,819.0,3.8,0.0,4.5,1.0,4.0,96.0,2,0,0,3,5,4,0
1176196,http://world-fr.openfoodfacts.org/produit/3222476745453/chouxfleurs-en-fleurettes-precuits-a-la-vapeur-casino,Chouxfleurs en fleurettes précuits à la vapeur,"aliments et boissons à base de végétaux, aliments d'origine végétale, aliments à base de fruits et de légumes, surgelés, légumes et dérivés, aliments à base de plantes surgelés, légumes surgelés, légumes-feuilles, choux-fleurs, choux-fleurs en fleurettes surgelés, légumes bruts",France,-8.0,a,"en:fruits-and-vegetables,en:vegetables",https://images.openfoodfacts.org/images/products/322/247/674/5453/front_fr.4.400.jpg,83.0,0.0,1.3,2.1,1.7,0.02,100.0,0,0,0,0,5,2,1
1176198,http://world-fr.openfoodfacts.org/produit/3222476745477/brocolis-en-fleurettes-precuits-a-la-vapeur-casino,Brocolis en fleurettes précuits à la vapeur,"aliments et boissons à base de végétaux, aliments d'origine végétale, aliments à base de fruits et de légumes, surgelés, légumes et dérivés, aliments à base de plantes surgelés, légumes surgelés, brocolis, brocolis surgelés, légumes bruts",France,-8.0,a,"en:fruits-and-vegetables,en:vegetables",https://images.openfoodfacts.org/images/products/322/247/674/5477/front_fr.4.400.jpg,109.0,0.0,1.1,2.5,2.5,0.04,100.0,0,0,0,0,5,2,1
1176311,http://world-fr.openfoodfacts.org/produit/3222476757852/tarte-saumon-saumon-et-poireaux-casino,Tarte saumon - Saumon et poireaux,"surgelés, plats préparés, plats préparés au poisson, pizzas tartes salées et quiches, tartes salées, pizzas et tartes surgelées, quiches, quiches au poisson, quiches au saumon, salades et entrées préparées",France,2.0,b,"en:composite-foods,en:pizza-pies-and-quiches",https://images.openfoodfacts.org/images/products/322/247/675/7852/front_fr.16.400.jpg,762.0,2.2,3.4,1.1,7.3,0.79,0.0,2,0,0,2,0,1,4
1176313,http://world-fr.openfoodfacts.org/produit/3222476757876/pizza-pepperoni-jambon-champignons-casino,Pizza pepperoni jambon champignons,"surgelés, plats préparés, pizzas tartes salées et quiches, pizzas, pizzas et tartes surgelées, pizzas surgelées, pizzas au pepperoni",France,13.0,d,"en:composite-foods,en:pizza-pies-and-quiches",https://images.openfoodfacts.org/images/products/322/247/675/7876/front_fr.4.400.jpg,926.0,4.7,5.8,0.0,8.8,1.4,0.0,2,1,0,4,0,0,5
1176327,http://world-fr.openfoodfacts.org/produit/3222476759085/epinards-haches-casino,Epinards hachés,"aliments et boissons à base de végétaux, aliments d'origine végétale, aliments à base de fruits et de légumes, surgelés, légumes et dérivés, aliments à base de plantes surgelés, légumes surgelés, légumes-feuilles, épinards, épinards surgelés, épinards hachés surgelés, légumes bruts",France,-8.0,a,"en:fruits-and-vegetables,en:vegetables",https://images.openfoodfacts.org/images/products/322/247/675/9085/front_fr.9.400.jpg,103.0,0.0,0.9,2.5,2.4,0.04,100.0,0,0,0,0,5,2,1
1176489,http://world-fr.openfoodfacts.org/produit/3222476849052/tortilla-chips-gout-barbecue-casino,Tortilla chips goût barbecue,"snacks, snacks salés, amuse-gueules, chips et frites, surgelés, chips, chips de maïs",France,8.0,c,"en:salty-snacks,en:appetizers",https://images.openfoodfacts.org/images/products/322/247/684/9052/front_fr.4.400.jpg,1972.0,2.0,3.0,4.0,6.6,1.4,0.0,5,0,0,1,0,4,4
1176515,http://world-fr.openfoodfacts.org/produit/3222476859785/chair-de-tomates-a-la-provencale-bio-casino-bio,Chair de tomates à la provençale bio,"aliments et boissons à base de végétaux, aliments d'origine végétale, conserves, aliments à base de fruits et de légumes, aliments à base de plantes en conserve, surgelés, légumes et dérivés, légumes en conserve, tomates et dérivés, tomates, tomates en conserve, tomates pelées, chair de tomates, légumes en conserve et bocal",France,2.0,b,"en:fruits-and-vegetables,en:vegetables",https://images.openfoodfacts.org/images/products/322/247/685/9785/front_fr.4.400.jpg,211.0,0.2,4.8,2.9,1.6,1.0,0.0,0,1,0,0,0,3,0
1176524,http://world-fr.openfoodfacts.org/produit/3222476859877/volaille-et-lentilles-aux-petits-legumes-casino,Volaille et lentilles aux petits légumes,"aliments et boissons à base de végétaux, aliments d'origine végétale, légumineuses et dérivés, légumineuses, graines, surgelés, graines de légumineuses, légumineuses sèches, lentilles",France,-5.0,a,"en:cereals-and-potatoes,en:legumes",https://images.openfoodfacts.org/images/products/322/247/685/9877/front_fr.20.400.jpg,423.0,0.7,2.3,4.0,8.7,0.81,0.0,1,0,0,0,0,4,5
1176536,http://world-fr.openfoodfacts.org/produit/3222476861672/dos-de-colin-d-alaska-msc-casino,Dos de colin d'Alaska MSC,"produits de la mer, poissons et dérivés, poissons, surgelés, poissons maigres, fruits de mer surgelés, poissons surgelés, colins, lieu d'alaska cru, dos de colin d'alaska",France,-5.0,a,"en:fish-meat-eggs,en:fish-and-seafood,en:lean-fish",https://images.openfoodfacts.org/images/products/322/247/686/1672/front_fr.4.400.jpg,272.0,0.1,0.0,0.0,16.0,0.19,0.0,0,0,0,0,0,0,5
1176590,http://world-fr.openfoodfacts.org/produit/3222476896070/colin-d-alaska-a-la-provencale-casino,Colin d'Alaska à la provençale,"produits de la mer, surgelés, plats préparés, plats préparés au poisson, plats préparés surgelés, plats & repas préparés",France,-5.0,a,"en:composite-foods,en:one-dish-meals",https://images.openfoodfacts.org/images/products/322/247/689/6070/front_fr.8.400.jpg,275.0,0.2,2.1,2.0,8.7,0.5,0.0,0,0,0,0,0,2,5
1176609,http://world-fr.openfoodfacts.org/produit/3222476906496/maxi-cookies-chocolat-noir-et-noisettes-bio-casino-bio,Maxi Cookies chocolat noir et noisettes BIO,"snacks, snacks sucrés, surgelés, biscuits et gâteaux, biscuits",France,20.0,e,"en:sugary-snacks,en:biscuits-and-cakes",https://images.openfoodfacts.org/images/products/322/247/690/6496/front_fr.4.400.jpg,2135.0,10.0,32.0,3.6,7.1,0.31,15.5,6,7,0,9,0,3,4
1176646,http://world-fr.openfoodfacts.org/produit/3222476919595/tartine-a-l-avoine-sans-gluten-casino,Tartine à l'avoine sans gluten,"aliments et boissons à base de végétaux, aliments d'origine végétale, snacks, céréales et pommes de terre, snacks sucrés, surgelés, biscuits et gâteaux, biscuits, pains, pains croustillants",France,9.0,c,"en:cereals-and-potatoes,en:bread",https://images.openfoodfacts.org/images/products/322/247/691/9595/front_fr.17.400.jpg,1625.0,1.0,0.9,7.0,7.2,2.3,0.0,4,0,0,0,0,5,4
1176715,http://world-fr.openfoodfacts.org/produit/3222476974549/jambon-superieur-decouenne-degraisse-25-de-sel-casino,Jambon Supérieur Découenné Dégraissé 25 % de sel,"viandes et dérivés, viandes, charcuteries, en:specific products, jambons, en:products for specific diets, jambons blancs, produits à teneur réduite en sel, charcuteries à teneur réduite en sel, jambons blancs à teneur réduite en sel, surgelés",France,2.0,b,"en:fish-meat-eggs,en:processed-meat",https://images.openfoodfacts.org/images/products/322/247/697/4549/front_fr.24.400.jpg,461.0,0.9,0.6,0.0,21.0,1.4,0.0,1,0,0,0,0,0,5
1176727,http://world-fr.openfoodfacts.org/produit/3222476974662/jambon-superieur-decouenne-degraisse-4-tranches-casino,Jambon Supérieur Découenné Dégraissé 4 tranches,"viandes et dérivés, surgelés, viandes, charcuteries, jambons, jambons blancs",France,4.0,c,"en:fish-meat-eggs,en:processed-meat",https://images.openfoodfacts.org/images/products/322/247/697/4662/front_fr.14.400.jpg,478.0,1.2,0.6,0.0,21.0,1.8,0.0,1,0,0,1,0,0,5
1176784,http://world-fr.openfoodfacts.org/produit/3222477000360/paella-royale-volaille-et-fruits-de-mer-casino,Paëlla Royale volaille et fruits de mer,"viandes et dérivés, surgelés, plats préparés, plats préparés à la viande, plats à base de riz, paëllas, plats & repas préparés",France,-1.0,a,"en:composite-foods,en:one-dish-meals",https://images.openfoodfacts.org/images/products/322/247/700/0360/front_fr.4.400.jpg,610.0,0.7,0.9,1.1,8.4,0.99,0.0,1,0,0,0,0,1,5
1176843,http://world-fr.openfoodfacts.org/produit/3222477003385/flutes-sesame-casino,Flûtes sésame,"snacks, snacks salés, amuse-gueules, biscuits apéritifs, surgelés",France,10.0,c,"en:salty-snacks,en:appetizers",https://images.openfoodfacts.org/images/products/322/247/700/3385/front_fr.17.400.jpg,2058.0,3.8,3.2,4.6,16.0,1.3,0.0,6,0,0,3,0,4,5
1176895,http://world-fr.openfoodfacts.org/produit/3222477013117/marmelade-d-oranges-casino,Marmelade d'oranges,"aliments et boissons à base de végétaux, aliments d'origine végétale, petit-déjeuners, produits à tartiner, pâtes à tartiner végétales, produits à tartiner sucrés, confitures et marmelades, marmelades, marmelades d'oranges amères, tartinades, surgelés",France,13.0,d,"en:sugary-snacks,en:sweets",https://images.openfoodfacts.org/images/products/322/247/701/3117/front_fr.27.400.jpg,1029.0,0.0,60.0,0.0,0.5,0.0,28.0,3,10,0,0,0,0,0
1176898,http://world-fr.openfoodfacts.org/produit/3222477013285/coquillettes-pates-de-qualite-superieure-casino,COQUILLETTES  Pâtes de qualité supérieure,"aliments et boissons à base de végétaux, aliments d'origine végétale, céréales et pommes de terre, graines, céréales et dérivés, surgelés, céréales en grains, pâtes alimentaires, pâtes alimentaires de céréales, riz, pâtes sèches, pâtes de blé dur, coquillettes, coquillettes de blé dur",France,-3.0,a,"en:cereals-and-potatoes,en:cereals",https://images.openfoodfacts.org/images/products/322/247/701/3285/front_fr.21.400.jpg,1078.0,0.2,2.5,2.8,7.7,0.01,0.0,3,0,0,0,0,2,4
1176961,http://world-fr.openfoodfacts.org/produit/3222477016057/4-steaks-haches-pur-boeuf-surgeles-15-mg-casino,4 Steaks hachés pur boeuf surgelés 15% MG,"viandes et dérivés, viande de bœuf et dérivés, surgelés, viandes, bœuf, steaks de viande, steaks de bœuf, viandes surgelées, steaks hachés, préparations de viande, steaks surgelés, steaks de bœuf hachés, steaks hachés surgelés, galettes à la viande, steaks hachés de bœuf surgelés",France,4.0,c,"en:fish-meat-eggs,en:meat,en:meat-other-than-poultry",https://images.openfoodfacts.org/images/products/322/247/701/6057/front_fr.4.400.jpg,878.0,7.5,0.0,0.0,19.0,0.16,0.0,2,0,0,7,0,0,5
1176964,http://world-fr.openfoodfacts.org/produit/3222477016088/10-steaks-haches-pur-boeuf-surgeles-10-mg-casino,10 Steaks hachés pur boeuf surgelés  10% MG,"viandes et dérivés, viande de bœuf et dérivés, surgelés, viandes, bœuf, steaks de viande, steaks de bœuf, viandes surgelées, steaks hachés, préparations de viande, steaks surgelés, steaks de bœuf hachés, steaks hachés surgelés, galettes à la viande, steaks hachés de bœuf surgelés",France,1.0,b,"en:fish-meat-eggs,en:meat,en:meat-other-than-poultry",https://images.openfoodfacts.org/images/products/322/247/701/6088/front_fr.22.400.jpg,710.0,5.0,0.0,0.0,20.0,0.2,0.0,2,0,0,4,0,0,5
1176965,http://world-fr.openfoodfacts.org/produit/3222477016095/10-steaks-haches-pur-boeuf-surgeles-15-mat-gr-casino,10 Steaks hachés pur boeuf surgelés  15% mat Gr,"viandes et dérivés, viande de bœuf et dérivés, surgelés, viandes, bœuf, steaks de viande, steaks de bœuf, viandes surgelées, steaks hachés, préparations de viande, steaks surgelés, steaks de bœuf hachés, steaks hachés surgelés, galettes à la viande, steaks hachés de bœuf surgelés",France,4.0,c,"en:fish-meat-eggs,en:meat,en:meat-other-than-poultry",https://images.openfoodfacts.org/images/products/322/247/701/6095/front_fr.58.400.jpg,878.0,7.5,0.0,0.0,19.0,0.16,0.0,2,0,0,7,0,0,5
1176968,http://world-fr.openfoodfacts.org/produit/3222477016125/10-steaks-haches-pur-boeuf-casino,10 steaks hachés pur bœuf,"viandes et dérivés, viande de bœuf et dérivés, surgelés, viandes, bœuf, steaks de viande, steaks de bœuf, viandes surgelées, steaks hachés, préparations de viande, steaks surgelés, steaks de bœuf hachés, steaks hachés surgelés, galettes à la viande, steaks hachés de bœuf surgelés",France,-2.0,a,"en:fish-meat-eggs,en:meat,en:meat-other-than-poultry",https://images.openfoodfacts.org/images/products/322/247/701/6125/front_fr.22.400.jpg,542.0,2.2,0.0,0.0,21.0,0.15,0.0,1,0,0,2,0,0,5
1176970,http://world-fr.openfoodfacts.org/produit/3222477016149/boulettes-au-boeuf-casino,Boulettes au boeuf,"viandes et dérivés, viande de bœuf et dérivés, surgelés, viandes, préparations de viande, préparations de viande bovine, préparations de viande surgelées, préparations de viande hachée, préparations de viande hachées surgelées, préparations de viande bovine hachée, préparations de viande bovine hachée surgelées",France,12.0,d,"en:fish-meat-eggs,en:meat,en:meat-other-than-poultry",https://images.openfoodfacts.org/images/products/322/247/701/6149/front_fr.4.400.jpg,729.0,5.7,0.0,0.0,13.0,1.2,0.0,2,0,0,5,0,0,5
1176995,http://world-fr.openfoodfacts.org/produit/3222477037779/bocal-puree-de-pomme-casino,Bocal purée de pomme,"aliments et boissons à base de végétaux, aliments d'origine végétale, desserts, aliments à base de fruits et de légumes, surgelés, fruits et produits dérivés, compotes, compotes de pomme, compotes pommes nature",France,-4.0,a,"en:fruits-and-vegetables,en:fruits",https://images.openfoodfacts.org/images/products/322/247/703/7779/front_fr.36.400.jpg,218.0,0.0,11.0,1.7,0.0,0.0,100.0,0,2,0,0,5,1,0
1177041,http://world-fr.openfoodfacts.org/produit/3222477062474/palets-bretons-pur-beurre-casino,Palets Bretons Pur Beurre,"snacks, snacks sucrés, surgelés, biscuits et gâteaux, biscuits, biscuits sablés, palets",France,25.0,e,"en:sugary-snacks,en:biscuits-and-cakes",https://images.openfoodfacts.org/images/products/322/247/706/2474/front_fr.20.400.jpg,2134.0,17.0,22.0,1.8,6.1,1.4,0.0,6,4,0,10,0,1,3
1177151,http://world-fr.openfoodfacts.org/produit/3222477070080/rillettes-du-mans-superieur-casino,Rillettes du Mans supérieur,"viandes et dérivés, produits à tartiner, surgelés, viandes, charcuteries, produits à tartiner salés, rillettes, rillettes de viande, rillettes françaises, rillettes de viande rouge, rillettes de la sarthe, rillettes de porc, rillettes du mans",France,19.0,e,"en:salty-snacks,en:salty-and-fatty-products",https://images.openfoodfacts.org/images/products/322/247/707/0080/front_fr.33.400.jpg,1700.0,14.0,0.0,0.0,16.0,1.0,0.0,5,0,0,10,0,0,5
1177213,http://world-fr.openfoodfacts.org/produit/3222477094956/pommes-de-terre-rustiques-bio-casino,Pommes de terre rustiques bio,"aliments et boissons à base de végétaux, aliments d'origine végétale, céréales et pommes de terre, surgelés, aliments à base de plantes surgelés, pommes de terre, pommes de terre surgelées, fruits & légumes bruts",France,2.0,b,"en:cereals-and-potatoes,en:potatoes",https://images.openfoodfacts.org/images/products/322/247/709/4956/front_fr.20.400.jpg,694.0,1.3,0.0,2.1,2.5,0.49,0.0,2,0,0,1,0,2,1
1177241,http://world-fr.openfoodfacts.org/produit/3222477151185/4-baguettes-viennoises-aux-pepites-de-chocolat-aux-oeufs-frais-casino,4 baguettes viennoises aux pépites de chocolat Aux œufs frais,"snacks, snacks sucrés, surgelés, viennoiseries, brioches, brioches au chocolat, pains briochés",France,15.0,d,"en:sugary-snacks,en:pastries",https://images.openfoodfacts.org/images/products/322/247/715/1185/front_fr.15.400.jpg,1551.0,6.9,17.0,2.2,8.9,1.0,0.0,4,3,0,6,0,2,5
1177292,http://world-fr.openfoodfacts.org/produit/3222477186903/pad-thai-nouilles-sautees-au-poulet-legumes-et-crevettes-saveurs-d-ailleurs,"Pad Thaï - Nouilles sautées au poulet, légumes et crevettes","aliments et boissons à base de végétaux, aliments d'origine végétale, surgelés, plats préparés, plats à base de pâtes, pâtes alimentaires, pad thaï, plats & repas préparés",France,3.0,c,"en:cereals-and-potatoes,en:cereals",https://images.openfoodfacts.org/images/products/322/247/718/6903/front_fr.24.400.jpg,760.0,1.4,7.0,1.6,7.0,1.0,28.0,2,1,0,1,0,1,4
1177321,http://world-fr.openfoodfacts.org/produit/3222477214781/pains-hot-dog-predecoupes-casino,PAINS HOT DOG prédécoupés,"aliments et boissons à base de végétaux, aliments d'origine végétale, céréales et pommes de terre, surgelés, pains, pains spéciaux, pains hot dog",France,1.0,b,"en:cereals-and-potatoes,en:bread",https://images.openfoodfacts.org/images/products/322/247/721/4781/front_fr.25.400.jpg,1256.0,0.8,8.0,2.6,9.3,1.1,0.0,3,1,0,0,0,2,5
1177427,http://world-fr.openfoodfacts.org/produit/3222477278578/6-oeufs-frais-de-moyen-gros-casino,6 Oeufs frais de  Moyen/gros,"surgelés, produits d'élevages, œufs, œufs de poules, œufs de poules élevées en plein air",France,-1.0,a,"en:fish-meat-eggs,en:eggs",https://images.openfoodfacts.org/images/products/322/247/727/8578/front_fr.19.400.jpg,589.0,2.6,0.3,0.0,13.0,0.31,0.0,1,0,0,2,0,0,5
1177525,http://world-fr.openfoodfacts.org/produit/3222477340527/pizza-legumes-bio-cuite-au-feu-de-bois-casino-bio,Pizza légumes bio cuite au feu de bois,"surgelés, plats préparés, pizzas tartes salées et quiches, pizzas, pizzas et tartes surgelées, pizzas surgelées, pizzas aux légumes",France,2.0,b,"en:composite-foods,en:pizza-pies-and-quiches",https://images.openfoodfacts.org/images/products/322/247/734/0527/front_fr.12.400.jpg,778.0,3.3,4.6,2.5,7.2,0.8,45.0,2,1,0,3,1,2,4
1177612,http://world-fr.openfoodfacts.org/produit/3222477366824/gateau-creusois-aux-noisettes-casino,Gâteau creusois aux noisettes,"snacks, snacks sucrés, surgelés, biscuits et gâteaux, gâteaux, gâteaux moelleux",France,23.0,e,"en:sugary-snacks,en:biscuits-and-cakes",https://images.openfoodfacts.org/images/products/322/247/736/6824/front_fr.19.400.jpg,1756.0,12.0,36.0,1.9,6.3,0.52,10.0,5,7,0,10,0,1,3
1177674,http://world-fr.openfoodfacts.org/produit/3222477371828/barres-son-d-avoine-chocolat-casino,Barres Son d'avoine & Chocolat,"snacks, snacks sucrés, barres, barres de céréales, barres de céréales au chocolat, surgelés",France,-3.0,a,"en:sugary-snacks,en:biscuits-and-cakes",https://images.openfoodfacts.org/images/products/322/247/737/1828/front_fr.23.400.jpg,1441.0,2.3,3.7,15.0,15.0,0.31,0.0,4,0,0,2,0,5,5
1177787,http://world-fr.openfoodfacts.org/produit/3222477425415/melange-de-fruits-a-coque-et-de-raisins-secs-casino-bio,Mélange de fruits à coque et de raisins secs,"snacks, snacks salés, amuse-gueules, biscuits apéritifs, surgelés",France,1.0,b,"en:salty-snacks,en:appetizers",https://images.openfoodfacts.org/images/products/322/247/742/5415/front_fr.13.400.jpg,1929.0,3.1,37.0,6.5,10.0,0.0,100.0,5,8,0,3,5,5,5
1177843,http://world-fr.openfoodfacts.org/produit/3222477445901/bio-chips-a-l-ancienne-casino-bio,BIO CHIPS à l'ancienne,"aliments et boissons à base de végétaux, aliments d'origine végétale, snacks, céréales et pommes de terre, snacks salés, amuse-gueules, chips et frites, surgelés, chips, chips de pommes de terre, chips à l'ancienne, chips de pommes de terre à l'huile de tournesol",France,8.0,c,"en:salty-snacks,en:appetizers",https://images.openfoodfacts.org/images/products/322/247/744/5901/front_fr.29.400.jpg,2274.0,2.8,0.5,5.5,5.0,1.3,0.0,6,0,0,2,0,5,3
1177906,http://world-fr.openfoodfacts.org/produit/3222477491465/filets-de-colin-d-alaska-surgeles-4-tranches-casino,Filets de colin d'Alaska surgelés 4 Tranches,"produits de la mer, poissons et dérivés, poissons, surgelés, poissons maigres, filets de poissons, fruits de mer surgelés, poissons surgelés, colins, filets de colin",France,-4.0,a,"en:fish-meat-eggs,en:fish-and-seafood,en:lean-fish",https://images.openfoodfacts.org/images/products/322/247/749/1465/front_fr.24.400.jpg,322.0,0.2,0.0,0.0,17.0,0.43,0.0,0,0,0,0,0,0,5
1177907,http://world-fr.openfoodfacts.org/produit/3222477491472/filets-de-colin-d-alaska-surgeles-10-tranches-casino,Filets de colin d'Alaska surgelés 10 Tranches,"produits de la mer, poissons et dérivés, poissons, surgelés, poissons maigres, filets de poissons, fruits de mer surgelés, poissons surgelés, colins, filets de colin",France,-4.0,a,"en:fish-meat-eggs,en:fish-and-seafood,en:lean-fish",https://images.openfoodfacts.org/images/products/322/247/749/1472/front_fr.20.400.jpg,322.0,0.2,0.0,0.0,17.0,0.43,0.0,0,0,0,0,0,0,5
1177982,http://world-fr.openfoodfacts.org/produit/3222477575240/coeurs-de-filets-de-merlu-blanc-du-cap-casino,Cœurs de filets de merlu blanc du Cap,"produits de la mer, poissons et dérivés, poissons, surgelés, plats préparés, poissons maigres, plats préparés au poisson, fruits de mer surgelés, merlu, poissons surgelés, filet de merlu, filet de merlu surgelé, merlu blanc du cap surgelé, merlu blanc du cap",France,-3.0,a,"en:fish-meat-eggs,en:fish-and-seafood,en:lean-fish",https://images.openfoodfacts.org/images/products/322/247/757/5240/front_fr.9.400.jpg,337.0,0.5,0.0,0.0,17.0,0.26,0.0,1,0,0,0,0,0,5
1178182,http://world-fr.openfoodfacts.org/produit/3222477711730/poelee-paysanne-pommes-de-terre-oignons-champignons-lardons-jambon-fume-casino,Poêlée Paysanne Pommes de terre Oignons Champignons Lardons Jambon fumé,"aliments et boissons à base de végétaux, aliments d'origine végétale, aliments à base de fruits et de légumes, surgelés, légumes et dérivés, aliments à base de plantes surgelés, légumes surgelés, plats & repas préparés",France,0.0,b,"en:fruits-and-vegetables,en:vegetables",https://images.openfoodfacts.org/images/products/322/247/771/1730/front_fr.3.400.jpg,572.0,1.4,1.2,2.0,4.1,0.62,22.0,1,0,0,1,0,2,2
1178223,http://world-fr.openfoodfacts.org/produit/3222477725287/blanc-de-dinde-6-tranches-casino,Blanc de Dinde 6 tranches,"viandes et dérivés, surgelés, viandes, charcuteries, charcuteries cuites, blancs de volaille en tranches, blancs de dinde en tranches, blancs de dinde reconstitués",France,3.0,c,"en:fish-meat-eggs,en:processed-meat",https://images.openfoodfacts.org/images/products/322/247/772/5287/front_fr.14.400.jpg,450.0,0.6,0.9,0.0,21.0,1.8,0.0,1,0,0,0,0,0,5
1178414,http://world-fr.openfoodfacts.org/produit/3222477764996/brocolis-en-fleurettes-surgeles-casino,Brocolis en fleurettes surgelés,"aliments et boissons à base de végétaux, aliments d'origine végétale, aliments à base de fruits et de légumes, surgelés, légumes et dérivés, aliments à base de plantes surgelés, légumes surgelés, brocolis, brocolis surgelés, légumes bruts",France,-8.0,a,"en:fruits-and-vegetables,en:vegetables",https://images.openfoodfacts.org/images/products/322/247/776/4996/front_fr.3.400.jpg,91.0,0.0,1.4,2.5,2.0,0.04,100.0,0,0,0,0,5,2,1
1181166,http://world-fr.openfoodfacts.org/produit/3229820188751/lentilles-carottes-bjorg,Lentilles Carottes,"aliments et boissons à base de végétaux, aliments d'origine végétale, légumineuses et dérivés, légumineuses, graines, surgelés, graines de légumineuses, plats préparés, légumineuses sèches, lentilles, lentilles préparées",France,-11.0,a,"en:composite-foods,en:one-dish-meals",https://images.openfoodfacts.org/images/products/322/982/018/8751/front_fr.71.400.jpg,444.0,0.2,1.1,5.0,7.3,0.49,93.0,1,0,0,0,5,5,4
1181373,http://world-fr.openfoodfacts.org/produit/3229820787213/confiture-fraises-extrait-de-stevia-vivis,Confiture Fraises extrait de Stévia,"aliments et boissons à base de végétaux, aliments d'origine végétale, petit-déjeuners, produits à tartiner, pâtes à tartiner végétales, produits à tartiner sucrés, confitures et marmelades, confitures, confitures de fruits rouges, confiture de fruits allégée en sucres, confitures de fraises, surgelés",France,3.0,c,"en:sugary-snacks,en:sweets",https://images.openfoodfacts.org/images/products/322/982/078/7213/front_fr.6.400.jpg,398.0,0.0,18.8,1.0,0.5,0.05,60.0,1,4,0,0,1,1,0
1188398,http://world-fr.openfoodfacts.org/produit/3245412730771/pomme-dessert-de-fruits-carrefour,Pomme - Dessert de fruits,"aliments et boissons à base de végétaux, aliments d'origine végétale, desserts, aliments à base de fruits et de légumes, surgelés, fruits et produits dérivés, compotes, compotes de pomme, compotes pommes nature",France,-2.0,a,"en:fruits-and-vegetables,en:fruits",https://images.openfoodfacts.org/images/products/324/541/273/0771/front_fr.59.400.jpg,346.0,0.0,16.0,1.3,0.5,0.0,92.0,1,3,0,0,5,1,0
